Weapon Class,Weapon,Base,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,BS Whiff,Backstab,Riposte,Backstab (Small PvE),Riposte (Small PvE),Riposte (Large PvE),Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
Straight Sword,Cane Sword,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Stone-Sheathed Sword,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Warhawk's Talon,5,100,100,100,100,200,,100 + 100,200,200 + 400,200 + 400,100,200,100,100,150,400,600,130,130,130,130,260,,115 + 115,230,225 + 445,225 + 445,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Lazuli Glintstone Sword,5,100,100,100,100,200,,200,200,300,300,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,350,350,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Carian Knight's Sword,5,100,100,100,100,200,,200,200,300,300,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,350,350,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Crystal Sword,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Rotten Crystal Sword,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Miquellan Knight's Sword,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Ornamental Straight Sword,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,60 + 60,60 + 60,60 + 60,120 + 120,260,,200,200,600,600,60 + 60,60 + 60,60 + 60,60 + 60,150 + 150 + 100,150 + 150,600,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Golden Epitaph,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Sword of St. Trina,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Velvet Sword of St. Trina,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Regalia of Eochaid,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Coded Sword,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Sword of Night and Flame,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Sword of Light,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
Straight Sword,Sword of Darkness,5,100,100,100,100,200,,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,,,,,,60 + 60,60 + 60,60 + 60,120 + 120,,,60 + 60,60 + 60,60 + 60,150 + 150,,100,100,200,200,50,600,100,100,200,200,50,600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Greatsword,Milady,5.5,100,100,100,100,100 + 100,,100 + 100,100 + 100,300 + 300,300 + 300,100,100 + 100,100,100,150,200 + 200,300 + 300,130,130,130,130,130 + 130,,110 + 110,110 + 110,330 + 330,330 + 330,130,110 + 110,130,130,195,220 + 220,330 + 330,100,100,100,100,100 + 100,,0,0,0,0,0,0,,,,,,60 + 60,60 + 60,40 + 40 + 40,60 + 60 + 60 + 60,,,60 + 60,60 + 60,60 + 60,100 + 100 + 100,,100,100,200,200,,600,100,100,200,200,,600
Light Greatsword,Leda's Sword,5.5,100,100,100,100,100 + 100,,100 + 100,100 + 100,300 + 300,300 + 300,100,100 + 100,100,100,150,200 + 200,300 + 300,130,130,130,130,130 + 130,,110 + 110,110 + 110,330 + 330,330 + 330,130,110 + 110,130,130,195,220 + 220,330 + 330,100,100,100,100,100 + 100,,0,0,0,0,0,0,,,,,,60 + 60,60 + 60,40 + 40 + 40,60 + 60 + 60 + 60,,,60 + 60,60 + 60,60 + 60,100 + 100 + 100,,100,100,200,200,,600,100,100,200,200,,600
Light Greatsword,Rellana's Twin Blades,5.5,100,100,100,100,100 + 100,,100 + 100,100 + 100,300 + 300,300 + 300,100,100 + 100,100,100,150,200 + 200,300 + 300,60 + 60,60 + 60,40 + 40 + 40,60 + 60 + 60 + 60,,,100 + 100,100 + 100,300 + 300,300 + 300,60 + 60,100 + 100,60 + 60,60 + 60,100 + 100 + 100,150,,100,100,100,100,100,,0,0,0,0,0,0,,,,,,60 + 60,60 + 60,40 + 40 + 40,60 + 60 + 60 + 60,,,60 + 60,60 + 60,60 + 60,100 + 100 + 100,,100,100,200,200,,600,100,100,200,200,,600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greatsword,Bastard Sword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Claymore,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Iron Greatsword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Lordsworn's Greatsword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Knight's Greatsword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Banished Knight's Greatsword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Forked Greatsword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Lizard Greatsword,5.5,185,185,185,200,,,140 + (100 Bullet),140 + (100 Bullet),500 + (100 Bullet),500 + (100 Bullet),185,200,185,185,185,400,600,240,240,240,260,,,164 + (100 Bullet),164 + (100 Bullet),560 + (100 Bullet),560 + (100 Bullet),240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Flamberge,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Gargoyle's Greatsword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Gargoyle's Blackblade,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Inseparable Sword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Sword of Milos,5.5,185,185,185,200,,,240,240,300,300,185,200,185,185,185,400,600,240,240,240,260,,,264,264,350,350,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Marais Executioner's Sword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Greatsword of Solitude,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Ordovis's Greatsword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
